,sentiment,content
21153,5,yeah we say shite alot here you say it as shiiite rhyming with light
21154,5,chill with the babez
21155,12,auto resolve is that geek tech answer to most questions
21156,7,aww she has very cute smile
21157,7,recovering from lovely but slightly stressful weekend in france
21158,12,say the same about poems when you are ready to write nothing else matters as well known song tells us
21159,11,missed all your tweets again joe damn that time difference uk dont get about your fave supporters in the uk xx
21160,12,what did the times say and thank you
21161,8,says just passed by to say hi busy with movie task from school
21162,5,greaaat do minee now pleaseeeeee
21163,8,think is the parent trap high school musical
21164,8,towel sub etha sens matic and the guide
21165,4,like light out walls up shatter the most great work germany must get to know you asap
21166,10,good luck haha loved your character in the bring it on in it to win it movie
21167,8,cannot tell lie did
21168,10,it mr tonematrix birthday today poor guy is ill at home perhaps hi from the twittersphere would do some good
21169,4,can play as ur avatar st person or as his team member rd person battles implement real time strategy aoe style
21170,12,writing or making sense
21171,4,was jus so excited ur name
21172,8,saw costa in st pancras but didnt have much time to have drink over there next time ll try
21173,12,tink whatever the it means from your jkuk girls show us some love xx
21174,7,woah awesomely romantic write blog post on this wanna knw the entire story like how he proposed etc
21175,12,send me that photo man ily favourite
21176,8,theres no such thing
21177,8,follow jason castro he following you mean if you want to just letting you know
21178,10,night jonathan tried to stay up really did can not wait till ur in my timezone will be so much easier then
21179,7,beating heat with tea try some masala chaas
21180,5,cheer up
21181,7,in my nice big bed ipod on play soft music flowin sooooon will be in fancys dream land
21182,8,just like you jonas
21183,10,plans for today cleaning washing clothes cooking pork dinner weather here is bit dull hoorah for bank hols though
21184,8,it lying
21185,5,watching bleach
21186,9,now done good nite
21187,8,morning gmt all the cult is touring europe this summer yay will kick of the day listening to any of their records
21188,8,thats what im making for dinner very yummy
21189,8,not sure there are fanciful expensive ones but some basic ones are not expensive try the hr shopping place
21190,7,hey nice seeing you on saturday glad things are going well for you
21191,5,is having cuppa and chilling lovebank holiday mondays
21192,7,thank you sooooo much for my snoopy shirt love it to bits it perfect fit just got it this morning peace
21193,12,just one part of very odd trip you travel for months you see some weirdness loved perth though
21194,5,what about your body by tom novy or voodoo child by rogue traders they are from good memories from these songs
21195,8,yeah for sure
21196,5,same here events writing songs but just finished my tmnt vs mmpr song so excited to record that on wednesday
21197,4,wait till england wc
21198,12,yeah gives me something useless to crib abt
21199,3,needs to stop taking photos with other people cameras luckily photos have been delivered
21200,8,is off to jb
21201,8,have an urge to play wow but have to wait weeks til im at my dads days til mcfly im so excited
21202,5,yeah ll take care of it tonight tomorrow just pay me on the night easy
21203,5,happy birthday tooo meeee happy birthday tooo meeee
21204,8,well its more the word bat as in baseball and cock and then viggo not bat as in tiny little thing
21205,12,thank you for the follow looking forward to your tweets
21206,5,im really really excited try this out guys
21207,5,hope not coming down with piggy flu eyes red neck no longer holds up heavy head time for sleep sogni oro all
21208,8,lol only if you make me that cookie ll hit you up
21209,12,quiet day at work day just had dinner whats doin out there
21210,7,glad liked post looking at the back end now the sub your blog is automatic send url and ll verify
21211,6,dw you never will xx
21212,9,and no did not burn the eggs we had blast and the food was great all weekend we had an awesome carne asada too
21213,8,do not find this stuff amusing any more
21214,5,at walmart playing hide and seek
21215,8,gratiss
21216,11,oh and very good review
21217,5,just left work inventory was way easy and got to put in my highschool musical cd it was amazing goodnight goodnight everyone
21218,8,woohoo congrats to your friend and the boyfriend
21219,11,tut tut is not charging just fun thr new palm pre charging platform looks nifty tho
21220,10,is up and ready
21221,8,you obviously havent seen my mrs first thing in morning
21222,5,oh yeaah we ll still be bffs aha
21223,8,fully inspired to write song
21224,4,absolutely
21225,8,out to play
21226,11,lol the sun is hiding hes having lie in hows you
21227,7,sc will be released before hopefully
21228,8,yes yes it is
21229,12,cool cant wait for dustbin baby
21230,3,hope you did great you certainly spent enough time studying
21231,5,is super happy at the new interest rate whoop whoop
21232,9,working on my resume while listening to the rain and enjoying circus boy
21233,4,yep for rock station in okc check my profile real quick
21234,5,yeah me too will lookout on your tweets too happy tweeting
21235,8,ah good deal hope you find some new music
21236,8,lol ok then
21237,5,me andrew no idea about the rest think it was ben and princeton which could be fun lol going to be late
21238,12,wee are going to the movies tonight to see wolverine
21239,9,is soooo over school maybe sick all week evil laugh
21240,12,sometimes although usually go willingly do not know about the churnet valley event though
21241,8,ready for new week
21242,10,thanks for adding no befriending no uh oh never mind thanks
21243,10,that really sucks feel bad for you at least woke up at eight
21244,5,pool party at sherraton brodi had blast the friends made the evening bbqd at home with great conversation funky lifted day
